blue_champ_1,blue_champ_2,blue_champ_3,blue_champ_4,blue_champ_5,red_champ_1,red_champ_2,red_champ_3,red_champ_4,red_champ_5,blue_avg_rank,red_avg_rank,blue_avg_mastery,red_avg_mastery,blue_avg_recent_wr,red_avg_recent_wr,blue_win
Yorick,FiddleSticks,Tristana,Jhin,Leona,Gragas,Lillia,Hwei,Caitlyn,Sona,0.0,0.0,131087.2,28423.2,0.5267,0.48,0
FiddleSticks,Amumu,Heimerdinger,Nilah,Maokai,Renekton,Shaco,Yasuo,Jinx,Lux,0.0,0.0,94357.6,235071.8,0.6,0.5,0
DrMundo,Zyra,Lissandra,Tristana,Soraka,Kayle,Warwick,Brand,Ashe,Pyke,0.0,0.0,19892.4,51553.4,0.56,0.5,1
Pantheon,Viego,Zed,Jinx,TahmKench,DrMundo,Shaco,Malzahar,MissFortune,Morgana,0.0,0.0,109496.2,379081.6,0.42,0.42,0
Mordekaiser,DrMundo,Veigar,Kalista,Leona,Chogath,Ekko,Malzahar,Samira,Nautilus,0.0,0.0,49694.6,212175.8,0.46,0.54,1
Yone,Olaf,Ahri,Jhin,Morgana,Nasus,Nocturne,Diana,Caitlyn,Yuumi,0.0,0.0,176810.6,24233.4,0.56,0.56,1
Gnar,Graves,Veigar,Jinx,Pyke,Teemo,Gwen,Mel,MissFortune,Nautilus,0.0,0.0,3712.2,53229.6,0.52,0.38,0
Ornn,Naafiri,Irelia,Ziggs,Alistar,Gwen,Shen,Zed,Brand,Seraphine,0.0,0.0,63337.2,170894.8,0.52,0.68,1
Garen,Malphite,Veigar,Caitlyn,Karma,Yorick,MasterYi,Lissandra,Aphelios,Thresh,0.0,0.0,391267.4,102313.8,0.44,0.32,0
Urgot,Diana,Malzahar,Vayne,Zoe,Tryndamere,Briar,Quinn,MissFortune,Mel,0.0,0.0,36275.6,163727.8,0.38,0.36,0
Heimerdinger,Briar,Yone,Pyke,Lulu,Garen,XinZhao,Akshan,Vayne,Ashe,0.0,0.0,108339.6,65576.8,0.42,0.3486,0
Yasuo,Pantheon,Katarina,Draven,Morgana,Vayne,Shyvana,Cassiopeia,Tristana,Swain,0.0,0.0,411713.2,47932.0,0.46,0.48,1
Nasus,Viego,Fizz,Twitch,MasterYi,Renekton,Malphite,Yasuo,Kaisa,Brand,0.0,0.0,306339.4,196176.8,0.54,0.52,0
Trundle,Viego,Akali,Jinx,Yuumi,Mordekaiser,MasterYi,Yasuo,Ezreal,Poppy,0.0,0.0,108541.4,67299.8,0.52,0.58,1
Teemo,Shyvana,Nunu,Twitch,TahmKench,Akali,Elise,Galio,Kaisa,Nautilus,0.0,0.0,134340.6,177670.4,0.5,0.44,0
Garen,MasterYi,Fizz,Ezreal,Seraphine,Nasus,Malphite,Diana,Kaisa,Pyke,0.0,0.0,136900.6,132434.0,0.38,0.56,1
Caitlyn,Volibear,Yasuo,Tristana,Mel,Varus,Jax,Vex,Jhin,Lux,0.0,0.0,156560.2,392819.8,0.54,0.46,1
Mordekaiser,Kayn,Irelia,Veigar,Seraphine,Gwen,Ekko,Xerath,Jinx,Blitzcrank,0.0,0.0,36460.8,108027.6,0.58,0.6,0
Yorick,Amumu,Akali,Tristana,Zyra,Sett,Zed,Aurora,Samira,Lux,0.0,0.0,483505.6,419101.0,0.36,0.5,1
Volibear,DrMundo,Zoe,Kaisa,Ziggs,Mordekaiser,Ekko,Akshan,Vayne,Morgana,0.0,0.0,162959.0,351621.8,0.5,0.58,0
Sett,Warwick,Ahri,MissFortune,Ziggs,Akali,Teemo,Fizz,Smolder,Soraka,0.0,0.0,73656.0,128983.2,0.4,0.48,1
Malphite,Sion,Fizz,Caitlyn,Braum,Ornn,Jayce,Yasuo,Ashe,Seraphine,0.0,0.0,47896.4,162752.2,0.36,0.36,0
Irelia,Rammus,Syndra,Lucian,Smolder,MasterYi,Briar,Fizz,Tristana,Swain,0.0,0.0,57389.6,114330.8,0.46,0.5,0
Chogath,Nocturne,Brand,Kaisa,Seraphine,Sett,Ekko,AurelionSol,Caitlyn,Blitzcrank,0.0,0.0,167282.4,583592.4,0.5,0.4,0
Nasus,Kayn,Malphite,Ashe,Leona,Olaf,Viego,Yasuo,Jhin,Brand,0.0,0.0,76971.2,56534.0,0.4,0.48,1
Darius,Zaahen,Veigar,Jhin,Brand,Gnar,LeeSin,Sylas,Tristana,Mel,0.0,0.0,32015.4,207123.6,0.4667,0.48,0
Quinn,MissFortune,Veigar,Mel,Vi,Jax,Nocturne,Orianna,Jinx,Pyke,0.0,0.0,142766.6,98913.6,0.34,0.44,0
Volibear,Nocturne,Mordekaiser,Yunara,Yasuo,Trundle,Kayn,Tristana,MissFortune,Teemo,0.0,0.0,71350.0,257113.2,0.48,0.46,0
Gangplank,Naafiri,Zed,MissFortune,Zilean,Teemo,Viego,AurelionSol,Ashe,Lux,0.0,0.0,151105.8,219114.0,0.46,0.36,1
Gwen,Graves,Ahri,MissFortune,Yuumi,DrMundo,Naafiri,Mel,Smolder,Seraphine,0.0,0.0,31048.6,134008.0,0.48,0.56,1
TahmKench,Lillia,Malzahar,Ashe,Zyra,Yone,Kayn,Ahri,Kaisa,Pantheon,0.0,0.0,95351.0,51314.2,0.5,0.5,0
Yone,Kayn,Ahri,Jinx,Yuumi,Olaf,Chogath,Akali,Smolder,Zyra,0.0,0.0,160162.8,247854.4,0.56,0.4,0
Jax,Nasus,Ahri,Lucian,Thresh,Olaf,Evelynn,Naafiri,Ashe,Rakan,0.0,0.0,29038.4,111459.0,0.38,0.56,1
Renekton,Mordekaiser,Leblanc,Jhin,Lux,Fiora,MasterYi,Trundle,Caitlyn,Nautilus,0.0,0.0,176425.4,177717.6,0.3,0.4,0
Nasus,Briar,Qiyana,Mel,Swain,Kayle,Nocturne,Annie,Jinx,Nautilus,0.0,0.0,41584.6,149419.2,0.4,0.64,1
Tryndamere,MasterYi,Ahri,Caitlyn,Seraphine,Renekton,Kayn,Yone,MissFortune,Senna,0.0,0.0,60413.2,127654.4,0.56,0.42,0
Aatrox,Shaco,Naafiri,Smolder,Thresh,Garen,JarvanIV,Yone,Brand,Nautilus,0.0,0.0,278951.2,33930.0,0.48,0.4,0
Gangplank,Volibear,Diana,MissFortune,Galio,Darius,FiddleSticks,Ryze,Aphelios,Nami,0.0,0.0,94849.0,95741.6,0.38,0.44,0
Renekton,MasterYi,Lux,Twitch,Pantheon,Warwick,Khazix,Akshan,MissFortune,Seraphine,0.0,0.0,88490.2,252369.2,0.56,0.46,0
Garen,Nasus,Lissandra,Caitlyn,Zyra,Shen,Rengar,Veigar,Tristana,Morgana,0.0,0.0,180440.2,56355.0,0.42,0.46,1
FiddleSticks,Diana,Renekton,Jhin,Senna,Yone,Malphite,Yasuo,Draven,Lux,0.0,0.0,195107.8,186672.6,0.48,0.46,0
Anivia,Shyvana,Pantheon,Ziggs,Lux,Nidalee,Warwick,Teemo,MissFortune,Zilean,0.0,0.0,141195.0,108181.8,0.4,0.56,0
Aatrox,MasterYi,Katarina,Jhin,Brand,Yone,Hecarim,Diana,Ezreal,Xerath,0.0,0.0,31307.0,271240.6,0.4,0.52,0
Ornn,Warwick,Fizz,Smolder,Soraka,Zaahen,Viego,Annie,Caitlyn,Neeko,0.0,0.0,53868.6,194080.6,0.3,0.28,1
Darius,Shyvana,Syndra,Kaisa,Lux,Jax,Amumu,Ziggs,Samira,Morgana,0.0,0.0,153520.8,236675.8,0.48,0.46,1
Ambessa,Warwick,Malzahar,Jhin,Pyke,Nasus,Viego,Diana,Xayah,Teemo,0.0,0.0,110034.0,280441.2,0.56,0.48,0
Jinx,Viego,Diana,Smolder,Seraphine,Teemo,DrMundo,Lux,Nilah,Yuumi,0.0,0.0,84321.4,41695.0,0.48,0.56,0
Sett,MasterYi,AurelionSol,Yone,Yuumi,Malphite,Briar,Malzahar,Nilah,Lux,0.0,0.0,265963.8,273497.0,0.54,0.54,1
Ambessa,Hecarim,Mel,MissFortune,Swain,Garen,Talon,Azir,Tristana,Morgana,0.0,0.0,155557.0,41808.0,0.5,0.56,0
Mordekaiser,Chogath,Yone,Kaisa,Leona,Tryndamere,MasterYi,Jinx,Samira,Lux,0.0,0.0,48678.8,96290.4,0.54,0.52,1
Mordekaiser,Nocturne,Cassiopeia,Twitch,Morgana,Yone,Amumu,Irelia,Caitlyn,Velkoz,0.0,0.0,59562.4,89334.0,0.52,0.44,0
Tryndamere,Nocturne,Lux,Kaisa,Morgana,Illaoi,LeeSin,Akali,Vayne,Seraphine,0.0,0.0,147030.4,60668.8,0.48,0.38,1
DrMundo,Ivern,Lissandra,Jinx,Rell,Shen,Diana,Lux,MissFortune,Morgana,0.0,0.0,170489.6,745294.8,0.48,0.48,1
Jax,MasterYi,Mel,MissFortune,Swain,Yorick,Naafiri,Yasuo,Vayne,Lux,0.0,0.0,74039.0,106478.6,0.44,0.5,1
Kled,MonkeyKing,Galio,Caitlyn,Lux,Malphite,Qiyana,Fizz,Kaisa,Morgana,0.0,0.0,120837.0,278595.4,0.46,0.44,0
Trundle,Diana,Yasuo,KogMaw,Nautilus,Illaoi,Sylas,Zed,Samira,Yuumi,0.0,0.0,184098.8,193030.4,0.44,0.38,0
Garen,Amumu,Xerath,Zeri,Seraphine,Yone,XinZhao,Orianna,Ezreal,Leona,0.0,0.0,233478.0,197428.0,0.5,0.62,1
Teemo,Nunu,Yone,MissFortune,Mel,Kled,Shaco,Diana,Ziggs,Leona,0.0,0.0,43472.4,68189.2,0.38,0.5,1
Malphite,Rengar,Leblanc,Ashe,Mel,Garen,RekSai,Veigar,Jinx,Brand,0.0,0.0,78413.4,31419.0,0.52,0.28,1
Vayne,Kayn,Zoe,Twitch,Senna,Akshan,Zaahen,Ahri,Nilah,Pantheon,0.0,0.0,310989.4,48492.8,0.46,0.52,1
Naafiri,Elise,Lux,Jhin,Nautilus,Gwen,Malphite,Ahri,Jinx,Soraka,0.0,0.0,54863.4,255909.0,0.3,0.4,1
Nasus,LeeSin,Veigar,Varus,Brand,Vladimir,Tryndamere,Fizz,Kaisa,TahmKench,0.0,0.0,505651.4,132750.4,0.52,0.4,0
Yorick,Warwick,Diana,Tristana,Lux,Gangplank,Viego,Ziggs,Caitlyn,Zac,0.0,0.0,301616.4,60312.4,0.46,0.48,1
Malphite,Evelynn,AurelionSol,Aphelios,Rakan,TahmKench,Mordekaiser,Naafiri,Caitlyn,Karma,0.0,0.0,148211.4,203266.4,0.52,0.42,0
Urgot,Shyvana,Lissandra,Ashe,Xerath,Garen,Evelynn,Diana,MissFortune,Karma,0.0,0.0,293393.6,95860.4,0.42,0.62,0
Olaf,Warwick,Lux,MissFortune,Janna,Malphite,Briar,Ahri,Tristana,Brand,0.0,0.0,288333.6,76964.6,0.44,0.36,1
MasterYi,Shaco,Yasuo,Tristana,Lux,Gangplank,Udyr,Kassadin,KogMaw,Lulu,0.0,0.0,46252.2,20914.2,0.36,0.56,0
Jax,Volibear,Zed,Ezreal,Zyra,Garen,Talon,Mel,Twitch,Lux,0.0,0.0,122464.6,31856.6,0.44,0.48,0
Aatrox,Kayn,Yone,Samira,Mel,Jax,Briar,Yasuo,Jhin,Sona,0.0,0.0,68202.0,53544.8,0.42,0.62,1
Irelia,Jax,Fizz,Caitlyn,Zyra,MasterYi,Shyvana,Ahri,Xayah,Rakan,0.0,0.0,80014.4,69031.0,0.48,0.42,0
Chogath,Viego,Yone,MissFortune,AurelionSol,Volibear,Warwick,Ekko,Ashe,Nautilus,0.0,0.0,218707.0,65423.0,0.46,0.56,1
DrMundo,Briar,Ahri,Senna,Swain,Nasus,Rammus,Yasuo,Kaisa,Seraphine,0.0,0.0,47890.8,327225.2,0.5,0.58,0
Malphite,Rengar,Yone,Jhin,TahmKench,Mordekaiser,Shen,Brand,Jinx,Lux,0.0,0.0,119579.6,79487.6,0.54,0.36,0
Renekton,Viego,Kassadin,Jinx,Morgana,Darius,Jax,Irelia,Caitlyn,Velkoz,0.0,0.0,55427.2,159201.4,0.64,0.5,0
Teemo,Warwick,Katarina,Twitch,Lulu,Yone,Shyvana,Veigar,Ezreal,Pyke,0.0,0.0,57338.2,902182.6,0.54,0.46,1
Yorick,Viego,Fizz,Caitlyn,Leona,Warwick,Malzahar,Talon,Ashe,Ezreal,0.0,0.0,27930.0,108137.8,0.54,0.48,0
Aatrox,Naafiri,Vex,Jhin,Mel,Yone,Shyvana,Zed,Tristana,Bard,0.0,0.0,63226.6,39901.2,0.38,0.52,1
Mordekaiser,Warwick,Veigar,Jhin,Caitlyn,Yone,Kayn,Katarina,Ashe,Nautilus,0.0,0.0,46402.8,68411.4,0.42,0.4,0
Yorick,Elise,Mel,MissFortune,Leona,Heimerdinger,Pantheon,Vex,Jinx,Swain,0.0,0.0,38453.0,75447.6,0.44,0.46,0
Shen,Kindred,Xerath,MissFortune,Morgana,Garen,LeeSin,Mel,Jinx,Lux,0.0,0.0,159961.4,81644.0,0.54,0.5,1
Yone,Malphite,Zed,Caitlyn,Blitzcrank,Gangplank,Sylas,Yasuo,Yunara,Alistar,0.0,0.0,175501.2,51059.0,0.44,0.5,1
Tryndamere,JarvanIV,Ahri,Lucian,Morgana,Ryze,Kayn,Akali,Caitlyn,Lux,0.0,0.0,146888.6,201230.2,0.4,0.44,0
Yone,Briar,Lissandra,Caitlyn,Seraphine,Sett,Sylas,Jhin,Kaisa,Maokai,0.0,0.0,49338.4,136599.0,0.46,0.54,0
Sett,Ekko,Zed,Vayne,Pyke,Ornn,Zaahen,Leblanc,Samira,Lux,0.0,0.0,31599.0,26233.4,0.56,0.58,0
Darius,Viego,Ahri,Caitlyn,Lux,Mordekaiser,Sion,Vex,Tristana,Shaco,0.0,0.0,83925.8,114972.4,0.4311,0.48,1
Yorick,Sylas,Veigar,Caitlyn,Yuumi,Darius,Graves,Teemo,Ashe,Leona,0.0,0.0,287801.2,271978.0,0.54,0.42,1
Renekton,Warwick,Sion,MissFortune,Zyra,Teemo,Jax,Mel,Yunara,Seraphine,0.0,0.0,32398.6,72988.6,0.54,0.38,1
Mordekaiser,DrMundo,Veigar,Ezreal,Leona,Trundle,Nocturne,Zoe,Jhin,Zyra,0.0,0.0,143117.4,98464.6,0.4,0.54,0
Shen,Viego,Teemo,Jinx,Fizz,Sett,Trundle,Ahri,Kaisa,Blitzcrank,0.0,0.0,557486.8,21260.6,0.44,0.32,1
Mordekaiser,Rengar,Ekko,Jinx,Alistar,Malzahar,Warwick,Akali,Jhin,Braum,0.0,0.0,1019609.4,85334.4,0.54,0.54,1
DrMundo,Nocturne,Diana,Samira,Morgana,Nasus,Sett,Yone,Caitlyn,Swain,0.0,0.0,96544.8,182938.6,0.38,0.58,0
Gangplank,Briar,Syndra,Kaisa,Lux,Mordekaiser,Viego,Sylas,Caitlyn,Zyra,0.0,0.0,37945.2,18341.8,0.5,0.66,1
Malphite,Kayn,Diana,MissFortune,Mel,Yone,Viego,Vex,Kaisa,Xerath,0.0,0.0,39931.0,207810.0,0.48,0.6,0
Yone,Shyvana,Diana,Kaisa,AurelionSol,Tryndamere,Kayn,Yasuo,Twitch,Lux,0.0,0.0,327077.2,367565.8,0.52,0.46,1
Garen,Kayn,Veigar,Aphelios,Brand,DrMundo,Viego,Sylas,Vayne,Lux,0.0,0.0,264279.0,96154.2,0.4,0.64,1
Mordekaiser,Viego,Leblanc,Twitch,Lux,Vayne,Shen,Yasuo,Nilah,Nami,0.0,0.0,51598.8,140449.8,0.38,0.34,0
Heimerdinger,Warwick,Ryze,Vayne,Lux,Jax,JarvanIV,Mel,MissFortune,Yuumi,0.0,0.0,13111.2,48067.8,0.52,0.46,1
Singed,Viego,Annie,Caitlyn,Lulu,Gwen,Malphite,Lissandra,Corki,Nami,0.0,0.0,251358.4,163724.4,0.52,0.36,1
Kayle,Shyvana,Diana,Jhin,Lux,Soraka,Viego,Thresh,Vayne,Brand,0.0,0.0,462817.0,131781.0,0.64,0.38,1
Aatrox,Zac,Yasuo,Teemo,Neeko,Mordekaiser,Kayn,Akali,Varus,Blitzcrank,0.0,0.0,117146.6,103157.0,0.54,0.38,1
Sett,XinZhao,Yone,Caitlyn,Yuumi,Yasuo,Viego,Akali,Ashe,Pantheon,0.0,0.0,87752.6,135610.2,0.7,0.5,0
Singed,Nasus,Zed,Samira,Nautilus,Teemo,Shyvana,Ahri,MissFortune,Zyra,0.0,0.0,72125.2,443009.6,0.42,0.48,1
Jax,MasterYi,Diana,Veigar,Sett,Varus,Rengar,Zoe,Sivir,Lux,0.0,0.0,134276.6,77903.4,0.44,0.42,1
Mordekaiser,LeeSin,Lux,Vayne,Mel,Heimerdinger,Viego,Veigar,Caitlyn,Maokai,0.0,0.0,131294.2,397746.4,0.54,0.56,0
Chogath,Warwick,Diana,Jinx,Morgana,Sett,Trundle,Ekko,Twitch,Milio,0.0,0.0,226188.4,51290.6,0.48,0.6,0
Mordekaiser,Warwick,Talon,Caitlyn,Pantheon,Urgot,Shaco,Ahri,MissFortune,Morgana,0.0,0.0,192285.0,306900.6,0.44,0.48,0
Sett,Sylas,Yone,Vayne,Seraphine,Jax,Amumu,Akali,Samira,Brand,0.0,0.0,193938.2,195787.6,0.62,0.48,0
Yasuo,Warwick,Fizz,Aphelios,Morgana,Volibear,Rammus,Galio,Draven,Brand,0.0,0.0,239311.6,19357.2,0.44,0.28,0
Jax,Briar,Zed,Draven,Nautilus,Zaahen,Morgana,Yasuo,MissFortune,Lux,0.0,0.0,158134.4,213658.2,0.46,0.5,0
DrMundo,Volibear,Irelia,MissFortune,Ashe,MonkeyKing,Rengar,Akali,Jinx,Morgana,0.0,0.0,202839.6,135282.2,0.44,0.46,0
Garen,Vi,Mel,Tristana,Lux,Volibear,Amumu,Akali,Caitlyn,Bard,0.0,0.0,223413.4,21183.6,0.48,0.54,1
Mordekaiser,DrMundo,Akshan,Jinx,Sona,Darius,Hecarim,Leblanc,Draven,AurelionSol,0.0,0.0,58953.4,221820.2,0.52,0.4,0
Yone,Nasus,Zoe,Caitlyn,Leona,Garen,Warwick,Ekko,Malzahar,Swain,0.0,0.0,25045.8,73805.4,0.42,0.4022,0
Renekton,Trundle,Fizz,MissFortune,Seraphine,Illaoi,DrMundo,Yasuo,Ziggs,Lux,0.0,0.0,177384.6,223851.6,0.46,0.46,0
Gangplank,Nocturne,Akali,Ashe,Mel,Kayle,Warwick,Yasuo,Tristana,Soraka,0.0,0.0,222273.6,85426.2,0.5,0.4,1
DrMundo,Khazix,Veigar,Ashe,Mel,Teemo,Jax,Yasuo,Tristana,Nautilus,0.0,0.0,23255.8,491828.2,0.46,0.44,0
Chogath,Yorick,Yasuo,MissFortune,Anivia,Garen,Jax,Xerath,Jhin,Hwei,0.0,0.0,42410.4,158667.2,0.48,0.48,0
Teemo,LeeSin,Lux,Caitlyn,Nami,Zaahen,MasterYi,Yasuo,Ashe,Yuumi,0.0,0.0,231415.6,33014.6,0.4686,0.52,1
Volibear,Shyvana,Talon,Kaisa,Blitzcrank,Swain,Viego,Mel,Caitlyn,Lux,0.0,0.0,25684.6,77664.4,0.36,0.52,1
Illaoi,Warwick,Akshan,MissFortune,Maokai,Irelia,XinZhao,Jhin,Lux,Yasuo,0.0,0.0,76358.8,77865.4,0.46,0.56,0
Urgot,XinZhao,Yone,Jinx,Thresh,Gragas,Graves,Ahri,Twitch,Lux,0.0,0.0,144251.4,341423.0,0.52,0.56,0
Darius,Jax,Galio,Vayne,Lux,Urgot,Udyr,Yasuo,Jhin,TahmKench,0.0,0.0,59614.8,386885.0,0.42,0.48,0
Kayle,Graves,Ahri,Jinx,Galio,Malzahar,Nocturne,Yasuo,Ashe,Morgana,0.0,0.0,113098.2,123908.2,0.48,0.54,1
Yasuo,Kayn,Ahri,MissFortune,FiddleSticks,Darius,Shyvana,Zoe,Twitch,Lux,0.0,0.0,159915.6,182005.0,0.48,0.48,0
Darius,MasterYi,Yasuo,Varus,Mel,Sion,Volibear,Yone,Lux,Morgana,0.0,0.0,171228.6,74807.0,0.52,0.46,0
Zaahen,Amumu,Syndra,Zeri,Bard,Darius,Malphite,Kaisa,Tristana,Nautilus,0.0,0.0,102601.6,99027.2,0.34,0.48,1
Sett,Shyvana,Fizz,Jhin,Leona,Olaf,MasterYi,Yone,MissFortune,Brand,0.0,0.0,78876.6,97039.6,0.46,0.44,1
Kayle,Shaco,Mel,Smolder,Soraka,Rumble,Trundle,Veigar,MissFortune,Brand,0.0,0.0,13310.6,48782.6,0.44,0.42,0
Quinn,Nocturne,Galio,Tristana,Nautilus,Sett,LeeSin,Tryndamere,MissFortune,Neeko,0.0,0.0,334743.8,1137911.6,0.4,0.4,0
Malphite,RekSai,Katarina,Vayne,Rell,Fiora,Jax,Akali,Jhin,Morgana,0.0,0.0,324120.6,126456.0,0.38,0.48,1
DrMundo,Ezreal,Twitch,Jhin,Brand,Aatrox,Shaco,Syndra,Smolder,Rell,0.0,0.0,163141.4,51006.4,0.44,0.44,0
Teemo,Warwick,Katarina,MissFortune,Morgana,Akali,Nocturne,Fizz,Twitch,Blitzcrank,0.0,0.0,53937.8,44344.4,0.44,0.46,1
Akali,Shen,Malphite,Nilah,Nautilus,Sett,FiddleSticks,Mel,Xayah,Rakan,0.0,0.0,202908.8,53134.2,0.46,0.56,0
Tryndamere,Belveth,Ekko,Jinx,Leona,TahmKench,Viego,Talon,Twitch,Karma,0.0,0.0,160190.2,48782.2,0.5,0.4,1
Sett,FiddleSticks,Akshan,Katarina,Senna,Chogath,Talon,Xerath,Ashe,Milio,0.0,0.0,177670.4,32849.6,0.42,0.42,1
Chogath,Volibear,Sylas,Smolder,Brand,Illaoi,Viego,Ahri,Lucian,Milio,0.0,0.0,189831.4,50344.8,0.38,0.54,0
Mordekaiser,Shyvana,Tryndamere,KogMaw,Lux,Yorick,MasterYi,MissFortune,Ashe,Seraphine,0.0,0.0,317896.8,43185.0,0.4,0.58,0
Irelia,Kayn,Vex,MissFortune,Mel,TahmKench,Viego,Sylas,Sivir,Senna,0.0,0.0,85862.2,79743.0,0.44,0.6,1
Rumble,MasterYi,Malzahar,Nilah,Soraka,Zaahen,Sejuani,Vladimir,Kaisa,Nami,0.0,0.0,51158.8,197071.6,0.38,0.54,0
Aatrox,MasterYi,Sylas,Ashe,Swain,Ahri,Diana,Lux,Yasuo,Nami,0.0,0.0,499291.6,65170.2,0.44,0.44,0
Malphite,Viego,Sylas,Sivir,Soraka,Mordekaiser,Ekko,Malzahar,MissFortune,Sona,0.0,0.0,149380.8,149515.8,0.58,0.54,0
Jhin,Evelynn,Zed,Caitlyn,Alistar,MasterYi,Kayn,Mel,MissFortune,Lux,0.0,0.0,84140.6,322266.4,0.54,0.62,0
Zaahen,Teemo,TwistedFate,Twitch,Braum,Malphite,Shyvana,Diana,Smolder,Blitzcrank,0.0,0.0,103702.0,132159.8,0.42,0.52,0
Volibear,Warwick,Aatrox,Caitlyn,Anivia,Yorick,Briar,Diana,Jhin,TahmKench,0.0,0.0,442344.6,78494.4,0.46,0.62,1
Nasus,MasterYi,Lux,Nilah,Seraphine,TahmKench,Rammus,Malphite,Caitlyn,Leona,0.0,0.0,1300296.2,35931.4,0.4,0.5,1
Teemo,JarvanIV,Katarina,Ashe,Nautilus,Volibear,Kindred,Yone,MissFortune,Leona,0.0,0.0,114047.2,52323.0,0.42,0.44,1
Kennen,Sylas,Veigar,MissFortune,Mel,Shaco,Vi,Katarina,Caitlyn,TahmKench,0.0,0.0,143375.4,151188.8,0.46,0.46,0
Darius,Nocturne,Zed,Kaisa,Morgana,Ambessa,Amumu,Malphite,Swain,Yuumi,0.0,0.0,108263.0,31222.2,0.48,0.44,1
Teemo,Belveth,Viktor,Vayne,Malzahar,Olaf,Warwick,Kassadin,Kaisa,Lux,0.0,0.0,226066.8,389163.4,0.42,0.54,0
Illaoi,Malphite,Diana,Jhin,Lux,Gwen,Trundle,Ziggs,Mel,Morgana,0.0,0.0,288819.0,2588047.0,0.36,0.54,0
Tryndamere,Viego,Ekko,Seraphine,Teemo,Jax,Hecarim,Annie,MissFortune,Leona,0.0,0.0,43982.0,196733.2,0.48,0.48,1
Nasus,Shyvana,Heimerdinger,Lucian,Mel,Teemo,Naafiri,Viktor,Jhin,Lux,0.0,0.0,31232.2,29492.8,0.3133,0.44,0
Mordekaiser,Viego,Sylas,Ashe,Morgana,Urgot,Rammus,Malzahar,Xayah,TahmKench,0.0,0.0,79264.4,178744.4,0.56,0.52,1
Vladimir,Viego,Yone,Kaisa,Nautilus,Garen,Nocturne,Ahri,Smolder,Seraphine,0.0,0.0,380962.8,115944.8,0.48,0.52,1
Ornn,XinZhao,Lissandra,Caitlyn,Morgana,Malphite,Diana,Yasuo,Smolder,Senna,0.0,0.0,333046.6,135473.6,0.56,0.52,0
Darius,Tryndamere,Akali,Yunara,Lux,Sett,Vi,Yone,Aphelios,Seraphine,0.0,0.0,38536.0,97437.6,0.46,0.48,1
Garen,Briar,Yone,Caitlyn,Thresh,Urgot,Viego,Xerath,MissFortune,Shaco,0.0,0.0,106360.8,105601.0,0.46,0.4,0
Sylas,LeeSin,Swain,Ashe,Morgana,Kennen,Viego,Lux,MissFortune,Veigar,0.0,0.0,261396.0,236857.0,0.4,0.5,0
Garen,Diana,Sion,Smolder,Lux,Sett,Graves,Chogath,Jhin,Leona,0.0,0.0,82295.4,200441.6,0.56,0.68,0
Kennen,XinZhao,Yone,Zeri,Pantheon,Nasus,MasterYi,Yasuo,MissFortune,Leona,0.0,0.0,16976.2,177525.6,0.46,0.56,0
Nasus,Hecarim,Velkoz,Tristana,Anivia,Mordekaiser,MasterYi,Azir,Jhin,Neeko,0.0,0.0,113925.6,99840.2,0.5,0.46,1
Singed,Briar,Yone,Vayne,DrMundo,Varus,Kayn,Vex,Smolder,Mel,0.0,0.0,129338.2,23554.4,0.46,0.46,1
Zaahen,FiddleSticks,Yasuo,Jhin,Morgana,Nasus,Khazix,Orianna,Twitch,Nautilus,0.0,0.0,29547.2,57879.6,0.34,0.54,0
Mordekaiser,FiddleSticks,Mel,Samira,Morgana,Garen,Kayn,Sylas,Jhin,Seraphine,0.0,0.0,91806.6,35868.0,0.62,0.5,0
Varus,DrMundo,AurelionSol,Yasuo,Morgana,Jax,Viego,Cassiopeia,Vayne,Lux,0.0,0.0,189207.0,188962.2,0.48,0.3,0
Pantheon,Nocturne,Mel,Samira,Mordekaiser,Vayne,Shyvana,Fizz,Varus,Neeko,0.0,0.0,35893.8,12970.8,0.38,0.44,1
Kayle,Warwick,Ahri,Tristana,Morgana,Gnar,Briar,Fizz,Ashe,Seraphine,0.0,0.0,132083.2,143977.0,0.4,0.42,0
TahmKench,Belveth,Briar,Ashe,Neeko,Yorick,JarvanIV,Yasuo,MissFortune,Soraka,0.0,0.0,30939.4,1539119.4,0.56,0.54,0
Olaf,Malphite,Ahri,Varus,Braum,Gwen,Briar,Veigar,MissFortune,Morgana,0.0,0.0,158162.8,117713.0,0.46,0.62,1
Ornn,Viego,Lissandra,Gragas,Karma,Garen,Shyvana,Fizz,Caitlyn,Singed,0.0,0.0,53975.6,42273.8,0.46,0.54,0
Kled,Kayn,Ahri,Ezreal,Seraphine,Sejuani,Vi,Akali,Samira,Swain,0.0,0.0,565534.8,217110.4,0.48,0.44,0
Yorick,Shaco,Mel,Varus,Nami,Volibear,Briar,FiddleSticks,Ashe,Soraka,0.0,0.0,114142.4,298729.0,0.4,0.58,0
TahmKench,Zed,Ryze,Caitlyn,Lux,Kayn,Briar,Brand,Jhin,Yuumi,0.0,0.0,334594.6,114100.0,0.52,0.4,0
Jax,MasterYi,Ekko,Caitlyn,Pantheon,Yasuo,LeeSin,Zed,Ezreal,Lux,0.0,0.0,103988.2,166872.8,0.34,0.34,0
