blue_champ_1,blue_champ_2,blue_champ_3,blue_champ_4,blue_champ_5,red_champ_1,red_champ_2,red_champ_3,red_champ_4,red_champ_5,blue_avg_rank,red_avg_rank,blue_avg_mastery,red_avg_mastery,blue_avg_recent_wr,red_avg_recent_wr,blue_win
Shyvana,Briar,Yasuo,Caitlyn,Milio,Vayne,Hecarim,Akali,Samira,Seraphine,0.0,0.0,396716.8,361561.6,0.52,0.54,1
DrMundo,Amumu,Diana,Senna,Mel,Jax,Viego,Yasuo,Vayne,Morgana,0.0,0.0,127904.4,196276.8,0.48,0.54,1
Sett,Gragas,Brand,Caitlyn,Morgana,Darius,MasterYi,Katarina,Jhin,Shaco,0.0,0.0,37996.2,205276.2,0.44,0.46,0
Jax,Naafiri,Veigar,Mel,Ziggs,Illaoi,Ekko,Xerath,Ezreal,Morgana,0.0,0.0,181951.4,101537.2,0.45,0.36,1
Nasus,Rammus,Yone,Twitch,Seraphine,Mordekaiser,Kayn,Yasuo,Jhin,Nautilus,0.0,0.0,451156.4,141694.6,0.52,0.48,0
Darius,Nocturne,Leblanc,Caitlyn,Velkoz,Volibear,Nasus,Ekko,Tristana,Morgana,0.0,0.0,115358.6,14940.0,0.3,0.48,0
Nasus,MasterYi,Diana,Twitch,Mel,Urgot,Khazix,Syndra,Ashe,Morgana,0.0,0.0,109609.6,68615.4,0.38,0.44,1
Illaoi,Hecarim,Veigar,MissFortune,Blitzcrank,Yorick,Shyvana,Syndra,Vayne,Nautilus,0.0,0.0,168664.4,32717.8,0.56,0.6,1
DrMundo,Malphite,Sylas,Jinx,Nautilus,Sett,Nasus,Hwei,Tristana,TahmKench,0.0,0.0,60864.0,19751.4,0.4,0.36,1
Vayne,Briar,Malzahar,Xayah,Seraphine,Darius,Diana,Qiyana,Sivir,Yuumi,0.0,0.0,42778.8,44598.0,0.72,0.44,0
Singed,Khazix,Jayce,Xayah,Swain,Nocturne,Yasuo,Ashe,Senna,Yone,0.0,0.0,45648.0,116510.8,0.28,0.41,1
Chogath,Jax,Yone,Twitch,Pantheon,Gragas,MasterYi,Naafiri,Vayne,Lux,0.0,0.0,187565.4,74394.8,0.38,0.48,0
Trundle,Volibear,Jhin,MissFortune,Malphite,Zaahen,Jax,Katarina,Vayne,Pyke,0.0,0.0,389326.0,90776.0,0.52,0.54,0
Mordekaiser,Rengar,Yasuo,Ashe,TahmKench,Darius,MasterYi,Diana,Caitlyn,Thresh,0.0,0.0,55956.8,37692.6,0.42,0.38,0
Mordekaiser,Diana,Veigar,Aphelios,Thresh,Zaahen,Shen,Sylas,Caitlyn,Lux,0.0,0.0,59990.6,83898.8,0.48,0.56,0
Yorick,Warwick,Malzahar,Kalista,Leona,Malphite,Nocturne,Yasuo,Varus,Yuumi,0.0,0.0,51119.2,43723.2,0.42,0.54,1
Yasuo,Zed,Yone,Smolder,Yuumi,Urgot,LeeSin,Malphite,MissFortune,Ziggs,0.0,0.0,108534.8,317278.4,0.42,0.4,0
Vayne,MasterYi,Ahri,Draven,Nautilus,Renekton,Warwick,Ezreal,Samira,Blitzcrank,0.0,0.0,140490.6,100213.0,0.48,0.36,1
Jayce,Volibear,Yone,Tristana,Nami,Teemo,Zyra,Yasuo,Vayne,Velkoz,0.0,0.0,525276.0,85316.2,0.5,0.26,0
Trundle,Volibear,Mel,Caitlyn,Morgana,Teemo,Viego,Veigar,Jinx,Lux,0.0,0.0,77411.2,128053.4,0.52,0.48,1
Fiora,FiddleSticks,Diana,MissFortune,Leona,Shen,Briar,Naafiri,Tristana,Morgana,0.0,0.0,85365.6,632399.2,0.22,0.54,0
Riven,Jax,Veigar,Vayne,Velkoz,Aatrox,Graves,KogMaw,MissFortune,Mel,0.0,0.0,158429.2,133691.0,0.4,0.58,0
MasterYi,Khazix,Kassadin,Aphelios,Braum,Aatrox,Belveth,Diana,Jhin,Yuumi,0.0,0.0,13897.8,118252.4,0.36,0.34,0
Trundle,JarvanIV,Orianna,MissFortune,Taric,Shen,MasterYi,Ahri,Kaisa,Lux,0.0,0.0,16467.8,38084.0,0.46,0.26,1
Illaoi,Volibear,Yone,Caitlyn,Morgana,Jax,Nunu,Yasuo,Twitch,Lulu,0.0,0.0,81372.2,160870.4,0.52,0.48,1
Malzahar,Malphite,Yasuo,MissFortune,Nautilus,Yone,Volibear,Nunu,Fizz,Seraphine,0.0,0.0,159018.2,47175.0,0.38,0.34,1
Gangplank,Shyvana,Yasuo,Varus,Blitzcrank,Kayle,Viego,Sylas,Jinx,Lulu,0.0,0.0,87274.0,280657.6,0.38,0.62,1
Renekton,Talon,Akshan,Jhin,Karma,Jax,Shaco,Ahri,Nilah,Lux,0.0,0.0,304237.2,97189.8,0.54,0.46,1
Gnar,Shyvana,Malzahar,Ashe,Velkoz,Malphite,Sylas,Diana,Lucian,Mel,0.0,0.0,266615.0,51458.4,0.52,0.4422,1
Yone,Kayn,Mel,Lucian,Morgana,Akali,Rammus,Yasuo,Kaisa,Lux,0.0,0.0,155072.2,135053.0,0.46,0.42,0
Yone,Gwen,Yasuo,MissFortune,Seraphine,Pantheon,Belveth,Annie,Nilah,Taric,0.0,0.0,63864.8,104987.0,0.52,0.48,0
Nasus,Shyvana,Yasuo,Ashe,Morgana,Garen,Nocturne,Mel,Samira,MissFortune,0.0,0.0,47170.4,53899.4,0.4,0.5,1
Sett,Briar,Vex,Jinx,Lulu,Darius,Nocturne,Veigar,Caitlyn,Lux,0.0,0.0,114574.8,10809.0,0.46,0.48,1
Tristana,DrMundo,Naafiri,Caitlyn,Leona,Tryndamere,Ekko,Mel,Draven,Seraphine,0.0,0.0,297199.0,44551.0,0.4,0.44,1
Xayah,DrMundo,Mel,Caitlyn,Seraphine,Gangplank,Hecarim,Veigar,Lucian,Taric,0.0,0.0,225638.8,58155.6,0.58,0.48,1
Varus,Warwick,Akshan,Jinx,Seraphine,Darius,LeeSin,Yasuo,MissFortune,Lux,0.0,0.0,32014.4,374873.8,0.48,0.46,1
Smolder,Shaco,Heimerdinger,Tristana,Leona,Illaoi,Udyr,Yasuo,Aphelios,Neeko,0.0,0.0,119190.6,114044.4,0.46,0.52,0
Nasus,Warwick,Yasuo,Ziggs,Mel,Teemo,Gwen,Ahri,MissFortune,Seraphine,0.0,0.0,57976.4,147080.4,0.54,0.48,1
Jax,Evelynn,Yasuo,Veigar,Senna,Lillia,Nocturne,Zed,Jinx,Lux,0.0,0.0,108881.4,142797.8,0.36,0.5,1
Vladimir,Zaahen,Xerath,Jhin,Anivia,Gwen,Evelynn,Fizz,MissFortune,Nami,0.0,0.0,162889.0,76911.8,0.44,0.44,1
Mordekaiser,Evelynn,Yasuo,Smolder,Zyra,Kayle,MasterYi,Yone,MissFortune,Veigar,0.0,0.0,233628.0,80636.2,0.44,0.5,0
Sett,Kayn,Zed,Twitch,Sylas,Darius,XinZhao,Akali,Caitlyn,Seraphine,0.0,0.0,109698.2,31085.8,0.48,0.54,1
Jax,Evelynn,Tristana,Ashe,Brand,Smolder,Volibear,Annie,Caitlyn,Leona,0.0,0.0,151171.4,173064.6,0.42,0.48,1
Malzahar,Teemo,Zaahen,Jhin,Milio,Darius,Sylas,Zed,Twitch,Swain,0.0,0.0,178946.8,184471.0,0.5,0.68,1
Nasus,Shaco,Ahri,MissFortune,Milio,Mel,Diana,Yasuo,Ashe,Braum,0.0,0.0,94696.6,183373.6,0.54,0.525,0
Illaoi,Ekko,Irelia,Ezreal,Brand,Olaf,MonkeyKing,Mel,Lucian,Blitzcrank,0.0,0.0,469366.8,43975.6,0.4,0.3,0
AurelionSol,Shaco,Fizz,Smolder,Morgana,Malzahar,Khazix,Annie,Caitlyn,Zilean,0.0,0.0,180600.2,203287.2,0.48,0.48,0
Darius,Viego,Veigar,Varus,Seraphine,Renekton,Sejuani,Aurora,Kaisa,Morgana,0.0,0.0,32527.4,394573.4,0.42,0.44,0
Chogath,RekSai,Zed,MissFortune,Morgana,Trundle,Jax,Veigar,Draven,Seraphine,0.0,0.0,43203.0,922035.6,0.3,0.34,1
Kayn,Hecarim,Ahri,Caitlyn,Brand,Garen,Elise,Ryze,MissFortune,Amumu,0.0,0.0,135080.2,98366.8,0.36,0.42,0
Velkoz,Zaahen,Ziggs,MissFortune,TahmKench,Chogath,Kayn,AurelionSol,Caitlyn,Seraphine,0.0,0.0,89619.0,130094.4,0.38,0.42,1
Sion,Pantheon,Ahri,Draven,Morgana,Tryndamere,Viego,Zed,Zeri,Shaco,0.0,0.0,402595.2,101215.8,0.48,0.46,1
Kayle,Ekko,Yone,MissFortune,Braum,Chogath,Teemo,Yasuo,Jhin,Pyke,0.0,0.0,202059.6,184558.6,0.44,0.5,1
Garen,Shyvana,Fizz,MissFortune,Lux,Heimerdinger,LeeSin,Mel,Jinx,Seraphine,0.0,0.0,163704.0,364038.8,0.46,0.48,1
Mordekaiser,Nocturne,Varus,Caitlyn,Mel,Darius,Khazix,Syndra,Ashe,Thresh,0.0,0.0,83673.2,76744.4,0.5,0.66,0
Yorick,Amumu,Naafiri,Veigar,Sona,Kayn,Shyvana,Vex,Smolder,Morgana,0.0,0.0,79224.0,203727.2,0.52,0.6,0
DrMundo,MasterYi,Yone,MissFortune,Pantheon,Gwen,Jax,Mel,Yunara,Seraphine,0.0,0.0,283850.4,53160.4,0.42,0.5,0
Trundle,Volibear,Yasuo,Vayne,Karma,Urgot,Hecarim,Viktor,Veigar,Senna,0.0,0.0,139539.6,102993.4,0.4,0.42,0
Volibear,Shyvana,Katarina,Ashe,Senna,Jax,Viego,Sylas,Kaisa,Zyra,0.0,0.0,1763481.6,27218.8,0.6,0.42,1
Kled,Teemo,Volibear,Jhin,Velkoz,Olaf,Warwick,Yasuo,Jinx,Lux,0.0,0.0,124712.0,229841.8,0.44,0.5,0
Yone,Warwick,Katarina,Tristana,Lux,Volibear,Viego,Mel,Jhin,Brand,0.0,0.0,81348.4,81404.4,0.38,0.46,0
Mordekaiser,Naafiri,Ekko,Smolder,Anivia,Yone,Briar,Xerath,Vayne,Malphite,0.0,0.0,43091.4,129774.0,0.54,0.56,1
Heimerdinger,Kayn,Lissandra,Caitlyn,Yuumi,Mordekaiser,Warwick,Diana,Smolder,Lux,0.0,0.0,1335689.6,183424.0,0.5,0.38,1
Malphite,MasterYi,Akshan,Kaisa,Ziggs,Sylas,Jax,Malzahar,Jinx,Velkoz,0.0,0.0,54241.0,316485.2,0.44,0.5,0
Garen,Hecarim,Veigar,KogMaw,Pyke,Varus,Kayn,Zed,Lucian,Morgana,0.0,0.0,185094.0,46454.2,0.44,0.5,1
Garen,Nunu,Xerath,Jinx,Morgana,Chogath,MasterYi,Akali,Draven,Nami,0.0,0.0,38272.2,49515.0,0.66,0.34,0
Sett,Sylas,Vex,Jinx,Thresh,Renekton,XinZhao,Xerath,Seraphine,Zyra,0.0,0.0,261584.2,84866.4,0.32,0.6,0
Yorick,MasterYi,Mel,Jinx,Swain,Jax,Warwick,Xerath,Jhin,Brand,0.0,0.0,270459.8,411909.6,0.48,0.52,1
TahmKench,Nunu,Fizz,MissFortune,Leona,Malzahar,Malphite,Vex,Xayah,Nautilus,0.0,0.0,534514.2,40653.4,0.54,0.38,1
Chogath,Nunu,Sylas,Jhin,Morgana,Urgot,Shaco,Ahri,Jinx,Soraka,0.0,0.0,41549.4,37056.4,0.4,0.54,0
Heimerdinger,Viego,Diana,Samira,Nautilus,Irelia,XinZhao,Akali,Tristana,TahmKench,0.0,0.0,58303.8,1806038.4,0.4,0.56,0
Darius,Warwick,Sylas,Yunara,Morgana,Yorick,Riven,Briar,MasterYi,Lux,0.0,0.0,165131.2,195195.6,0.44,0.42,1
Renekton,Zaahen,Veigar,Vayne,Thresh,Jax,Sylas,Yone,MissFortune,Pyke,0.0,0.0,102873.0,30213.6,0.52,0.48,1
Mordekaiser,Talon,Naafiri,Caitlyn,Zyra,Kayle,Khazix,Neeko,Varus,Nautilus,0.0,0.0,135405.4,44242.0,0.46,0.46,1
Trundle,Ekko,Jinx,Xayah,Morgana,Nasus,Rengar,Naafiri,Samira,Zyra,0.0,0.0,106844.8,191873.8,0.46,0.52,0
Fiora,Belveth,Fizz,Kaisa,Shaco,Udyr,Zed,Orianna,Ezreal,Nautilus,0.0,0.0,128962.0,107356.8,0.52,0.5,1
DrMundo,Sejuani,Yasuo,Tristana,Malphite,Zed,Kayn,Galio,Nilah,Leona,0.0,0.0,201270.4,91424.2,0.56,0.52,0
Yasuo,Hecarim,Aurora,Caitlyn,Lux,Mordekaiser,Kayn,Mel,Ezreal,Karma,0.0,0.0,163017.2,135106.2,0.66,0.46,1
Chogath,Nunu,MonkeyKing,Bard,Shaco,Sett,Skarner,Irelia,Caitlyn,Seraphine,0.0,0.0,41711.0,36092.0,0.36,0.46,0
Mordekaiser,Shyvana,MasterYi,Xayah,Neeko,Jax,Amumu,Irelia,Jinx,Swain,0.0,0.0,292587.2,270295.0,0.48,0.44,1
Teemo,Shaco,MasterYi,MissFortune,TahmKench,Sett,Jax,Yone,Draven,Neeko,0.0,0.0,91159.8,58634.2,0.48,0.52,0
Illaoi,Naafiri,Veigar,Yasuo,Thresh,TahmKench,Khazix,Katarina,Caitlyn,Zyra,0.0,0.0,105143.2,200325.0,0.46,0.56,0
Zaahen,Renekton,Ahri,Ashe,Leona,Mordekaiser,Kayn,Malzahar,Caitlyn,Braum,0.0,0.0,11883.0,73519.6,0.5,0.46,1
Malphite,JarvanIV,Yasuo,MissFortune,Leona,TahmKench,Belveth,Leblanc,Vayne,Ezreal,0.0,0.0,116691.6,64571.4,0.38,0.48,0
Olaf,Sejuani,Lux,Caitlyn,Shen,Sett,Graves,Veigar,Mel,Nami,0.0,0.0,90465.2,102525.4,0.445,0.64,0
Yone,Shyvana,Akali,Tristana,Brand,Ornn,Volibear,Yasuo,MissFortune,Morgana,0.0,0.0,99519.2,249311.6,0.46,0.42,0
Illaoi,Khazix,Akali,Samira,Nautilus,Garen,Warwick,Talon,Lucian,Lux,0.0,0.0,45990.4,81429.0,0.4,0.54,0
Yorick,LeeSin,Pantheon,Samira,Neeko,Tryndamere,Ekko,Yasuo,Vayne,Nami,0.0,0.0,312073.6,65750.2,0.48,0.48,1
Heimerdinger,Rengar,Diana,Ezreal,TahmKench,MasterYi,Evelynn,Talon,Aphelios,Ashe,0.0,0.0,92345.0,328131.2,0.62,0.6,0
Sett,Shyvana,Ahri,Varus,Morgana,Quinn,Khazix,Swain,Tristana,Brand,0.0,0.0,245382.0,124185.6,0.34,0.42,1
Yone,MasterYi,Irelia,Samira,Thresh,Darius,Kayn,Ahri,Lucian,Rell,0.0,0.0,81919.8,130832.6,0.52,0.56,0
Singed,Viego,Yone,Caitlyn,Nautilus,Heimerdinger,MasterYi,Naafiri,MissFortune,Swain,0.0,0.0,52998.2,85200.0,0.54,0.54,0
DrMundo,MasterYi,Diana,Tristana,Seraphine,Fiora,Volibear,Sylas,Ezreal,Lux,0.0,0.0,390445.6,183277.2,0.44,0.38,0
Yone,Lillia,Mel,MissFortune,TahmKench,Shen,Amumu,Naafiri,Caitlyn,Morgana,0.0,0.0,315272.2,96140.0,0.44,0.5,1
Mordekaiser,Warwick,Yasuo,Smolder,Hwei,FiddleSticks,Hecarim,Ornn,Veigar,Nautilus,0.0,0.0,259478.6,138538.4,0.44,0.34,1
Garen,Zed,Yone,MissFortune,Lux,Sett,MasterYi,Xerath,Caitlyn,Ashe,0.0,0.0,387634.0,382097.0,0.72,0.46,0
Darius,Jax,Lux,Ezreal,Soraka,Sylas,Diana,Shen,Twitch,Pyke,0.0,0.0,252518.6,311943.6,0.52,0.52,1
Darius,Sylas,Diana,Ezreal,Seraphine,Chogath,Malphite,Yasuo,MissFortune,Zyra,0.0,0.0,65416.2,440056.6,0.52,0.46,0
DrMundo,Ekko,Naafiri,MissFortune,Pyke,Heimerdinger,Kindred,Ahri,Ashe,Swain,0.0,0.0,102236.2,141923.0,0.46,0.5,1
Mordekaiser,Shyvana,Aurora,MissFortune,Nami,Aatrox,Viego,Lux,Jinx,Mel,0.0,0.0,89906.8,101785.2,0.4,0.54,0
Yone,Ekko,Mel,Caitlyn,Milio,Irelia,Naafiri,Karthus,MissFortune,Lux,0.0,0.0,40270.4,58609.2,0.4,0.4457,1
Ornn,Rammus,Mel,Swain,Milio,Illaoi,MasterYi,Ekko,Caitlyn,AurelionSol,0.0,0.0,22163.6,175429.6,0.42,0.44,0
Vayne,Shyvana,Ahri,MissFortune,Morgana,Jinx,Kindred,Veigar,Tristana,Blitzcrank,0.0,0.0,138082.2,146472.4,0.42,0.38,0
Yone,Viego,Diana,Varus,Braum,Kled,Amumu,Akshan,Draven,Morgana,0.0,0.0,80540.2,151017.8,0.48,0.44,0
Chogath,Shyvana,Malzahar,Twitch,Neeko,Renekton,Warwick,Fizz,Tristana,Thresh,0.0,0.0,64421.2,111080.8,0.4333,0.26,0
Heimerdinger,Pantheon,Lux,MissFortune,Morgana,Ashe,Volibear,Irelia,Samira,Mel,0.0,0.0,447288.4,36585.0,0.5,0.48,1
Vladimir,Darius,Shen,Caitlyn,Lux,Sett,Diana,Neeko,Jhin,Swain,0.0,0.0,170752.6,124378.0,0.48,0.54,1
Irelia,LeeSin,Hwei,Ashe,Poppy,Brand,Kayn,MissFortune,Caitlyn,Nautilus,0.0,0.0,221404.8,375458.8,0.36,0.36,1
Quinn,Sylas,Nasus,Senna,Blitzcrank,Sett,Amumu,Yasuo,Twitch,Xerath,0.0,0.0,50098.4,90593.4,0.38,0.64,0
Vayne,Vi,Veigar,Tristana,Thresh,Kayn,MasterYi,Ahri,Ashe,Seraphine,0.0,0.0,168278.0,88129.4,0.46,0.56,1
Malphite,Tryndamere,Diana,Syndra,Seraphine,Yone,Jax,Irelia,Jhin,Teemo,0.0,0.0,236718.0,164526.6,0.58,0.5,0
Zaahen,Rengar,Mel,MissFortune,Lux,Gnar,Warwick,Orianna,Caitlyn,Sona,0.0,0.0,99906.8,97826.8,0.54,0.48,0
DrMundo,Jax,Yasuo,Twitch,AurelionSol,Shen,Naafiri,Zed,Tristana,Zilean,0.0,0.0,324444.4,178416.6,0.46,0.5,1
Gragas,Darius,Yasuo,Yunara,Nami,Akali,Jax,Viktor,Jhin,Swain,0.0,0.0,220256.2,281550.0,0.42,0.54,0
Singed,Amumu,Orianna,Jinx,Galio,Darius,Viego,Yasuo,Swain,Maokai,0.0,0.0,102081.2,193686.4,0.56,0.5,1
Kayle,Jax,Irelia,Tristana,Shen,Tryndamere,Viego,Yone,Yunara,Thresh,0.0,0.0,263840.0,46999.6,0.5,0.52,1
Varus,Sylas,Yasuo,Ashe,Blitzcrank,Tryndamere,Kindred,Yone,Samira,Morgana,0.0,0.0,858344.2,728409.6,0.38,0.58,0
Gwen,Zac,Vladimir,MissFortune,Neeko,Teemo,Sejuani,Lux,Twitch,Pyke,0.0,0.0,58607.8,567581.0,0.52,0.48,0
Mordekaiser,Shyvana,Zed,Draven,Xerath,Volibear,Kindred,Veigar,MissFortune,Zyra,0.0,0.0,193615.0,103542.2,0.38,0.44,0
LeeSin,Jax,Malzahar,Smolder,Brand,Garen,Diana,Lissandra,Jhin,Leona,0.0,0.0,78378.8,208639.6,0.58,0.5,0
Garen,Warwick,Sylas,Tristana,Leona,TahmKench,MasterYi,Akshan,Yunara,Lux,0.0,0.0,274667.2,113715.4,0.38,0.48,1
Ornn,Trundle,Ahri,Veigar,Lulu,Chogath,Warwick,Ryze,Ziggs,Janna,0.0,0.0,66016.4,22504.4,0.5,0.5,0
Kled,Kayn,Zoe,Caitlyn,Morgana,Sett,Khazix,Irelia,MissFortune,Blitzcrank,0.0,0.0,107798.6,45417.0,0.36,0.5,0
Mordekaiser,Warwick,Lissandra,Xayah,Nami,Nasus,Amumu,Yasuo,MissFortune,Seraphine,0.0,0.0,333889.0,132769.4,0.48,0.52,0
Fiora,DrMundo,Akali,Ezreal,Karma,Vayne,Hecarim,Diana,Caitlyn,Braum,0.0,0.0,80255.4,144568.6,0.54,0.5,0
Yone,MasterYi,Mel,Ezreal,Lux,Darius,Volibear,Syndra,Jhin,Morgana,0.0,0.0,156168.8,52121.0,0.44,0.26,1
Singed,Evelynn,Veigar,MissFortune,Seraphine,TahmKench,DrMundo,Lux,Smolder,Brand,0.0,0.0,294757.8,79635.6,0.5,0.48,1
Volibear,Viego,Ekko,Ashe,Veigar,Tryndamere,Khazix,Xerath,Jhin,Lux,0.0,0.0,99104.2,64379.0,0.48,0.44,1
Yone,Kayn,Mel,Jinx,Pantheon,Shen,Viego,Veigar,Jhin,Thresh,0.0,0.0,47562.0,48155.8,0.54,0.44,0
Vayne,Nocturne,Mel,Varus,Yuumi,Tryndamere,Orianna,Malzahar,Draven,Lux,0.0,0.0,178364.4,99545.8,0.54,0.6533,0
Mordekaiser,Jax,Yone,MissFortune,Pyke,Olaf,Lillia,Neeko,Tristana,Malphite,0.0,0.0,153849.6,196614.4,0.42,0.44,0
Nasus,Volibear,Diana,Caitlyn,Morgana,Veigar,Malphite,Malzahar,MissFortune,Lux,0.0,0.0,110829.2,242536.8,0.46,0.42,1
Yasuo,Amumu,Lux,Caitlyn,Nautilus,Shen,Vi,Katarina,Xayah,TahmKench,0.0,0.0,271547.0,121738.2,0.46,0.48,1
Jax,MasterYi,Yasuo,Caitlyn,Velkoz,Zaahen,Viego,Yone,Vayne,Brand,0.0,0.0,570785.0,34144.4,0.48,0.54,1
Yorick,Graves,MissFortune,Lux,Morgana,Teemo,Kayn,Ahri,Caitlyn,Sona,0.0,0.0,29506.4,252174.0,0.58,0.44,1
Vladimir,Shyvana,Xerath,Caitlyn,TahmKench,Heimerdinger,Amumu,Quinn,MissFortune,Leona,0.0,0.0,148707.2,171501.2,0.36,0.5,0
Kayle,Jax,Gragas,Seraphine,Nami,Mordekaiser,Gwen,Ahri,MissFortune,Pantheon,0.0,0.0,54431.2,126214.8,0.52,0.62,1
Kled,Ambessa,Yasuo,Kaisa,Senna,Tryndamere,Kayn,Katarina,Veigar,Neeko,0.0,0.0,78702.8,52123.2,0.54,0.54,0
Teemo,Yorick,Ezreal,MissFortune,Chogath,Mordekaiser,Hecarim,Mel,Ashe,Neeko,0.0,0.0,185587.6,66488.4,0.62,0.48,0
Vayne,LeeSin,Talon,MissFortune,Lux,Quinn,Shaco,Qiyana,Tristana,Morgana,0.0,0.0,327072.6,62501.4,0.42,0.48,1
Garen,Karthus,Katarina,MissFortune,Sona,Ornn,MasterYi,Ahri,Veigar,Lux,0.0,0.0,112514.0,47062.0,0.7,0.36,1
TahmKench,Volibear,Leblanc,Ziggs,Pyke,Malphite,Shaco,Vex,Jhin,Seraphine,0.0,0.0,111732.2,92504.0,0.4,0.58,0
Gnar,Viego,Veigar,Tristana,TahmKench,Yone,Shaco,Fizz,Caitlyn,Zyra,0.0,0.0,27851.2,51493.6,0.46,0.46,0
Teemo,Warwick,Zed,Caitlyn,Blitzcrank,Heimerdinger,Kayn,Yasuo,Kaisa,Lux,0.0,0.0,137997.6,198149.6,0.44,0.42,1
Heimerdinger,Viego,Yasuo,Ashe,Lux,Urgot,Nocturne,Malphite,MissFortune,Mel,0.0,0.0,733252.6,185550.2,0.42,0.6,0
Teemo,DrMundo,Katarina,Ashe,Morgana,Warwick,Nidalee,Naafiri,Caitlyn,Zoe,0.0,0.0,91717.6,75404.6,0.44,0.46,0
Zaahen,FiddleSticks,Jhin,MissFortune,Morgana,Renekton,Amumu,Ahri,Mel,Galio,0.0,0.0,554809.2,65627.4,0.48,0.48,1
Volibear,XinZhao,Ahri,Ziggs,Nami,Jax,Maokai,Diana,Tristana,Yuumi,0.0,0.0,104183.0,113940.0,0.4,0.56,0
Vayne,Karthus,Annie,Samira,Lux,Chogath,Khazix,AurelionSol,Twitch,Seraphine,0.0,0.0,141994.4,31875.4,0.44,0.52,0
Mordekaiser,Kindred,Gwen,Twitch,Quinn,Teemo,Warwick,Lux,MissFortune,Leblanc,0.0,0.0,42965.4,301116.4,0.38,0.54,0
Jax,Irelia,Xayah,Shaco,Vayne,Teemo,Kayn,Xerath,Heimerdinger,Mel,0.0,0.0,82194.6,590791.0,0.38,0.48,0
Kayn,Nocturne,Cassiopeia,Zeri,Lulu,Yorick,Shyvana,Yasuo,Ashe,Neeko,0.0,0.0,80141.6,298699.0,0.46,0.48,0
TahmKench,Shyvana,Viktor,Caitlyn,Lux,DrMundo,Taliyah,Naafiri,Ziggs,Mel,0.0,0.0,84235.2,133919.6,0.54,0.56,0
Yasuo,MasterYi,AurelionSol,Ashe,Seraphine,Malphite,Zyra,Syndra,Jinx,Braum,0.0,0.0,1050897.2,148001.8,0.56,0.48,0
Poppy,LeeSin,Taliyah,Xayah,Mel,Darius,Volibear,Velkoz,MissFortune,Swain,0.0,0.0,137573.4,417810.2,0.44,0.42,0
Irelia,Viego,Diana,Caitlyn,Neeko,DrMundo,Rengar,Zed,Kalista,Pantheon,0.0,0.0,89282.4,36091.4,0.52,0.5,1
TahmKench,Shaco,Veigar,Annie,Mel,Yone,Shyvana,Katarina,Ashe,Morgana,0.0,0.0,100398.2,548216.4,0.56,0.56,0
Singed,Shaco,Ziggs,Sivir,Malphite,Gangplank,Ekko,Yone,Samira,Seraphine,0.0,0.0,2473216.0,43005.4,0.52,0.34,1
Jax,Viego,Fizz,MissFortune,Lux,Rengar,Kayn,Zoe,Brand,Pantheon,0.0,0.0,68840.8,100885.0,0.44,0.48,1
Aatrox,MasterYi,Katarina,Jinx,Nautilus,Malphite,Volibear,Yone,Varus,Lux,0.0,0.0,190025.2,49055.6,0.5,0.34,0
Sion,Shyvana,Naafiri,Caitlyn,Teemo,Yasuo,Pantheon,Veigar,Vayne,Lux,0.0,0.0,133980.4,55857.0,0.5,0.54,1
Akali,Shaco,Vladimir,Twitch,Blitzcrank,Irelia,Volibear,Lux,Jhin,Zyra,0.0,0.0,160926.8,219479.4,0.46,0.42,1
Renekton,Khazix,Lux,Caitlyn,Seraphine,Teemo,Warwick,Ekko,Ezreal,Brand,0.0,0.0,72866.8,356360.8,0.48,0.48,1
Urgot,Lillia,Yone,Caitlyn,Leona,Zac,Jax,Naafiri,Yunara,Malphite,0.0,0.0,92531.4,69426.2,0.52,0.56,1
Varus,Darius,Sylas,Ezreal,Yuumi,Yone,Viego,Diana,Draven,Nami,0.0,0.0,83854.0,186426.2,0.62,0.42,0
Veigar,Khazix,Ahri,Ezreal,Brand,Urgot,Viego,Diana,KogMaw,Leona,0.0,0.0,97612.6,427728.6,0.52,0.52,1
Illaoi,Amumu,Akali,MissFortune,Velkoz,Teemo,Trundle,Katarina,Draven,Mel,0.0,0.0,261508.4,54995.8,0.4,0.48,0
KSante,Kindred,Akshan,Smolder,Lux,Olaf,Amumu,Mel,MissFortune,Zyra,0.0,0.0,209945.8,279250.2,0.46,0.36,1
Garen,DrMundo,Mel,Jinx,Lux,TahmKench,Warwick,Yasuo,Zeri,Renata,0.0,0.0,128090.0,95316.0,0.44,0.48,1
Shen,Lillia,Ekko,Lucian,Seraphine,Mordekaiser,FiddleSticks,Ahri,MissFortune,Morgana,0.0,0.0,95338.0,160310.6,0.44,0.46,0
Velkoz,Viego,Malzahar,Smolder,Nautilus,Yasuo,Malphite,Irelia,MissFortune,Zilean,0.0,0.0,62106.4,325781.6,0.46,0.54,1
Darius,Shyvana,Diana,MissFortune,Mel,Jax,Warwick,Fizz,Ziggs,Swain,0.0,0.0,41337.0,47712.8,0.38,0.44,1
XinZhao,Lillia,Zyra,Xayah,Pyke,Garen,Warwick,Leblanc,Lucian,Zoe,0.0,0.0,185057.2,354797.0,0.6,0.62,0
Kayle,Shyvana,Ekko,Ashe,Nautilus,Poppy,Nocturne,Annie,Tristana,Lux,0.0,0.0,90611.2,60808.6,0.52,0.5,0
